Date,Open,High,Low,Close,Volume
2018-04-23,34.2873,34.9162,34.0546,34.6808,18077508
2018-04-24,34.7646,35.0501,34.3713,34.656,22730530
2018-04-25,34.7844,34.9715,34.4383,34.6245,21275376
2018-04-26,34.5777,34.6618,34.2724,34.3559,16469998
2018-04-27,34.1575,35.1464,33.4903,34.4729,14966649
2018-04-30,34.5417,34.7707,33.8764,34.1024,15674622
2018-05-01,34.0881,34.5871,33.7848,34.2821,13927600
2018-05-02,34.3107,34.759,34.2952,34.7433,9649489
2018-05-03,34.4633,34.6734,34.0022,34.2109,33250193
2018-05-04,34.2578,34.4239,33.2263,33.3882,10684652
2018-05-07,33.1127,33.7149,32.9486,33.5486,10119787
2018-05-08,33.4613,34.4163,33.3776,34.3305,26156903
2018-05-09,34.4217,34.8576,33.5419,33.9721,18039199
2018-05-10,33.7861,33.8586,33.4662,33.5382,18371837
2018-05-11,33.3507,33.8496,33.1931,33.6904,11964740
2018-05-14,33.6449,33.6658,33.3685,33.3892,14699849
2018-05-15,33.5541,33.9815,32.7727,33.1955,20168705
2018-05-16,33.3564,33.8811,32.5322,33.0522,44696125
2018-05-17,32.9919,33.1873,32.989,33.1843,18321369
2018-05-18,33.2838,33.4737,32.8349,33.0232,15618943
2018-05-21,33.0806,33.5475,32.6089,33.0758,19309851
2018-05-22,33.1017,33.4125,32.6767,32.9864,15066286
2018-05-23,33.0215,33.2514,32.4627,32.6903,10809193
2018-05-24,32.6191,32.6953,32.4818,32.5579,7232582
2018-05-25,32.636,32.8073,32.0642,32.2334,18014135
2018-05-28,32.3359,32.3981,32.14,32.2019,8246799
2018-05-29,32.4628,32.6476,31.6476,31.8288,23756050
2018-05-30,31.9162,32.1917,31.1974,31.4691,11890408
2018-05-31,31.2374,32.3292,30.7896,31.8723,12170805
2018-06-01,31.7569,31.9104,31.6699,31.8233,9058911
2018-06-04,31.8548,31.861,31.768,31.7741,9494674
2018-06-05,31.7803,32.2553,31.4213,31.895,11181862
2018-06-06,31.7166,31.9321,31.5201,31.7355,16356337
2018-06-07,31.7218,31.8293,31.527,31.6342,11887899
2018-06-08,31.5998,32.3219,31.009,31.7286,13544106
2018-06-11,31.7235,32.1537,31.3509,31.7805,11596252
2018-06-12,31.7683,31.7858,31.3844,31.4017,17633742
2018-06-13,31.4879,31.7358,31.3697,31.6171,16816383
2018-06-14,31.7555,31.9719,31.1947,31.4086,17339279
2018-06-15,31.4726,31.6992,30.8408,31.0645,9546447
2018-06-18,30.9606,31.0584,30.6722,30.7694,10449884
2018-06-19,30.6893,31.1289,30.1856,30.6243,8494986
2018-06-20,30.563,31.3685,30.2661,31.0666,18991142
2018-06-21,31.0609,31.278,30.4772,30.6916,4989805
2018-06-22,30.6519,30.7472,30.611,30.7062,26305001
2018-06-25,30.6736,30.9037,29.8355,30.061,12676405
2018-06-26,29.9774,30.7194,29.2886,30.0294,11026223
2018-06-27,30.1145,30.3442,30.0251,30.2544,15377690
2018-06-28,30.3313,30.8528,29.637,30.1555,12845876
2018-06-29,30.2415,30.3302,29.8578,29.9456,12380426
2018-07-02,29.9381,30.1618,29.7567,29.9801,16670396
2018-07-03,30.0207,30.4498,29.72,30.1479,18104733
2018-07-04,30.0651,30.8866,29.4892,30.3061,11610319
2018-07-05,30.2137,31.1402,29.9238,30.8442,27169033
2018-07-06,30.7936,30.8735,30.7933,30.8732,8464745
2018-07-09,30.927,31.0756,30.5218,30.6691,20165127
2018-07-10,30.655,30.6814,30.5746,30.6008,15879338
2018-07-11,30.4957,30.5822,30.4617,30.5482,9509413
2018-07-12,30.5564,30.9377,30.1668,30.5479,20218509
2018-07-13,30.5864,30.8439,30.2508,30.5076,24274948
2018-07-16,30.5223,30.5875,30.461,30.5261,7646364
2018-07-17,30.4649,30.5321,29.9506,30.0168,18197441
2018-07-18,30.0224,30.5072,29.7389,30.2217,13813204
2018-07-19,30.1833,30.2434,29.9671,30.0269,15723155
2018-07-20,29.9974,30.7698,28.9012,29.6651,7360707
2018-07-23,29.6569,30.1015,29.3705,29.8135,18361239
2018-07-24,29.8807,30.156,29.8804,30.1556,22968925
2018-07-25,30.3206,30.8245,29.7621,30.2651,16091937
2018-07-26,30.4064,30.5782,30.1087,30.2798,10946410
2018-07-27,30.3367,30.6064,29.7166,29.9831,12532511
2018-07-30,29.947,30.9193,29.8074,30.7759,16346034
2018-07-31,30.7473,31.5545,30.1981,31.0008,13272819
2018-08-01,30.976,31.2079,30.4076,30.6371,8336110
2018-08-02,30.7429,30.7919,30.3322,30.3807,8963058
2018-08-03,30.1286,30.3998,30.1032,30.3742,7916933
2018-08-06,30.3976,30.4855,29.8138,29.9002,14578783
2018-08-07,29.7215,30.1356,29.5041,29.9168,29969901
2018-08-08,29.9165,30.0843,29.5896,29.7565,24426634
2018-08-09,29.8747,30.5183,29.4315,30.0721,13094864
2018-08-10,29.9899,30.4891,29.818,30.3153,13244664
2018-08-13,30.1077,30.907,28.7342,29.5179,20895955
2018-08-14,29.6327,29.7258,29.4063,29.4989,18879903
2018-08-15,29.6322,29.7967,28.8603,29.0214,23831672
2018-08-16,29.0648,29.3565,29.0057,29.2969,17160594
2018-08-17,29.4072,29.572,29.1488,29.3131,12304910
2018-08-20,29.2425,29.8176,28.8622,29.4348,18251598
2018-08-21,29.5384,29.8897,28.7637,29.1099,29082134
2018-08-22,29.2584,29.6614,29.1843,29.5865,16098649
2018-08-23,29.6433,30.7194,29.0588,30.1254,32955896
2018-08-24,30.1508,30.6978,29.2524,29.7929,10200729
2018-08-27,29.9076,30.2924,29.4829,29.8671,12810578
2018-08-28,29.9685,30.104,29.5129,29.6469,15883664
2018-08-29,29.5803,29.9648,29.2254,29.6096,13891985
2018-08-30,29.7304,29.9824,28.9796,29.2273,20943490
2018-08-31,29.2926,29.9083,29.1037,29.7167,16472194
2018-09-03,29.7308,29.9422,29.2061,29.4153,18885725
2018-09-04,29.5303,29.8749,28.9608,29.3027,26459917
2018-09-05,29.3841,29.6468,29.1489,29.4114,9020802
2018-09-06,29.4772,29.5037,29.1754,29.2017,12956221
2018-09-07,29.1572,29.2705,28.9924,29.1055,32179340
2018-09-10,29.1783,29.8705,28.2348,28.9209,12690633
2018-09-11,28.8248,28.9327,28.7467,28.8546,9469115
2018-09-12,28.8436,29.0011,28.3519,28.5076,10364166
2018-09-13,28.3628,28.7606,27.9627,28.3604,9137388
2018-09-14,28.2154,28.4688,28.0228,28.2757,13619522
2018-09-17,28.3133,28.3832,28.088,28.1575,16052259
2018-09-18,28.1506,28.3932,27.9009,28.1434,16551890
2018-09-19,28.1505,28.5136,27.6749,28.0365,19587879
2018-09-20,28.0863,28.2082,28.0855,28.2075,13611209
2018-09-21,28.2371,28.4201,27.9102,28.0923,20038108
2018-09-24,28.0176,28.1561,27.8886,28.027,22574232
2018-09-25,28.0332,28.2292,27.6281,27.8226,8280105
2018-09-26,27.817,27.8975,27.5758,27.6559,9734961
2018-09-27,27.6127,27.9949,26.9212,27.2991,17441158
2018-09-28,27.2889,27.7078,26.9872,27.4048,9047807
2018-10-01,27.3748,27.6586,26.8017,27.0825,22245909
2018-10-02,27.0297,27.2761,26.6195,26.8644,11381502
2018-10-03,26.8375,27.1272,26.6387,26.9278,11238774
2018-10-04,26.9468,27.1273,26.8222,27.0024,15284066
2018-10-05,27.1696,27.2494,26.7937,26.8727,36686183
2018-10-08,26.8068,27.1129,26.0367,26.3375,9211769
2018-10-09,26.3787,26.7124,26.0817,26.4149,14189623
2018-10-10,26.2991,26.8419,25.9118,26.4523,10714830
2018-10-11,26.5785,26.586,26.0673,26.0746,18135621
2018-10-12,26.0485,26.2841,26.0027,26.2379,13622614
2018-10-15,26.2488,26.6501,25.6396,26.0376,14077061
2018-10-16,26.1374,26.2566,25.618,25.7353,17349608
2018-10-17,25.8116,26.1514,25.3932,25.7319,13129543
2018-10-18,25.6168,25.6775,25.6013,25.662,14609740
2018-10-19,25.7047,25.9033,25.486,25.6845,17748359
2018-10-22,25.667,25.7349,25.2047,25.2715,14216139
2018-10-23,25.3185,25.8024,25.1991,25.6814,13024603
2018-10-24,25.6931,25.7806,25.4222,25.5091,10161285
2018-10-25,25.5654,25.8102,24.8741,25.1146,17063960
2018-10-26,25.1366,25.6634,24.7106,25.2357,15193807
2018-10-29,25.2251,25.2956,25.0549,25.1252,13637134
2018-10-30,25.2139,25.2732,25.1171,25.1763,11208162
2018-10-31,25.0597,25.1503,24.9791,25.0696,11883131
2018-11-01,25.0371,25.6312,24.4356,25.0295,9794366
2018-11-02,24.9578,25.3013,24.7192,25.0617,29208700
2018-11-05,25.0509,25.1534,24.758,24.8598,18512349
2018-11-06,24.8277,25.4064,24.4178,24.9938,32159739
2018-11-07,24.9827,25.2969,24.5447,24.8573,7258574
2018-11-08,24.8207,25.1001,24.351,24.6283,7642732
2018-11-09,24.5936,24.6682,24.5461,24.6207,16210559
2018-11-12,24.4992,24.7769,24.4218,24.6988,13397284
2018-11-13,24.696,24.8478,24.4686,24.6199,11973889
2018-11-14,24.6426,24.6634,24.3742,24.3947,11312699
2018-11-15,24.3511,24.9139,23.9524,24.5126,13018674
2018-11-16,24.4643,24.8772,23.6768,24.0833,5153757
2018-11-19,24.0367,24.1185,23.744,23.8251,38291533
2018-11-20,23.9451,23.9753,23.7792,23.8093,12639253
2018-11-21,23.8227,24.4661,22.8465,23.4807,13290718
2018-11-22,23.508,23.6405,23.3303,23.4626,21087821
2018-11-23,23.4414,23.7326,23.1351,23.4261,13498434
2018-11-26,23.391,23.8352,23.1593,23.6014,16544369
2018-11-27,23.5392,23.9323,22.9837,23.374,19270723
2018-11-28,23.4822,23.5269,23.1679,23.2121,19803924
2018-11-29,23.0937,23.4436,22.9127,23.2612,18052365
2018-11-30,23.2821,23.2908,22.6953,22.7037,22670709
2018-12-03,22.7021,23.3658,22.691,23.3544,22884945
2018-12-04,23.3365,23.5713,22.9434,23.1767,15545308
2018-12-05,23.0678,23.2339,22.8279,22.9935,18443107
2018-12-06,22.9083,23.2447,22.8219,23.1574,12072300
2018-12-07,23.2256,23.3378,23.013,23.1247,20543290
2018-12-10,23.0765,23.2625,22.5325,22.7155,8886154
2018-12-11,22.7754,23.1142,22.4887,22.8268,8564803
2018-12-12,22.8727,23.0816,22.7797,22.9882,11016872
2018-12-13,23.0282,23.1495,22.7465,22.867,18310645
2018-12-14,22.9192,22.9587,22.7434,22.7826,11882739
2018-12-17,22.6999,22.9297,22.6344,22.8637,13190628
2018-12-18,22.8312,22.9758,22.5013,22.6447,24762074
2018-12-19,22.6908,22.9739,22.4324,22.7152,28952362
2018-12-20,22.6292,22.8112,22.5527,22.7344,36015211
2018-12-21,22.848,23.0455,22.3714,22.5665,23599346
2018-12-24,22.5286,22.9472,21.8351,22.2485,19845554
2018-12-25,22.2442,22.3631,22.0596,22.1781,18783993
2018-12-26,22.1099,22.1599,21.923,21.9726,9927167
2018-12-27,21.9968,22.2493,21.9067,22.1586,16235476
2018-12-28,22.1098,22.3061,21.9697,22.1658,14635125
2018-12-31,22.1496,22.5083,21.9498,22.307,23297454
2019-01-01,22.2308,22.649,21.8953,22.3123,18975349
2019-01-02,22.3921,22.4603,22.2764,22.3446,10550605
2019-01-03,22.2352,22.4599,21.9329,22.1569,13587420
2019-01-04,22.1869,22.6518,21.8107,22.2741,18966295
2019-01-07,22.29,22.7369,22.1841,22.6294,16372303
2019-01-08,22.6592,22.7984,22.4014,22.5399,11942606
2019-01-09,22.4709,22.5116,22.3503,22.3908,21429557
2019-01-10,22.4603,22.7099,22.0861,22.3343,7186855
2019-01-11,22.3989,22.655,21.956,22.2099,18985389
2019-01-14,22.2205,22.658,21.6064,22.0403,10739828
2019-01-15,22.061,22.378,21.7295,22.0463,8356802
2019-01-16,22.0358,22.1339,21.8652,21.963,13124600
2019-01-17,22.0053,22.3498,21.8973,22.2405,23509254
2019-01-18,22.1857,22.5116,21.8921,22.2175,7962539
2019-01-21,22.2545,22.4589,22.0582,22.2625,13876883
2019-01-22,22.2897,22.5226,22.208,22.4404,14827656
2019-01-23,22.3455,22.7524,21.9468,22.3536,12380163
2019-01-24,22.1776,22.8185,21.9984,22.6356,12544235
2019-01-25,22.6277,22.7496,22.3563,22.4774,14069115
2019-01-28,22.4665,22.5287,22.2216,22.2833,15983848
2019-01-29,22.3647,22.3978,22.1504,22.1833,26345391
2019-01-30,22.1871,22.31,22.0136,22.1363,4945910
2019-01-31,22.1032,22.3935,21.5358,21.8225,16288309
2019-02-01,21.7334,22.3028,21.2246,21.7926,20959535
2019-02-04,21.7868,21.9243,21.2945,21.4297,7325966
2019-02-05,21.3922,22.0631,21.0252,21.691,18894891
2019-02-06,21.6192,21.6783,21.5929,21.6519,21604941
2019-02-07,21.6441,21.6929,21.4501,21.4987,12513811
2019-02-08,21.5668,21.7632,21.099,21.2929,16249273
2019-02-11,21.2988,21.3118,21.1807,21.1937,11606191
2019-02-12,21.127,21.5799,20.6742,21.1271,8960313
2019-02-13,21.1479,21.2945,20.7531,20.898,11821733
2019-02-14,20.8291,20.9538,20.5718,20.6956,11175430
2019-02-15,20.5977,20.7085,20.527,20.6377,21287916
2019-02-18,20.6683,20.8521,20.3326,20.5151,11388581
2019-02-19,20.4812,20.6941,20.4638,20.6765,19119532
2019-02-20,20.7456,20.9207,20.7035,20.8784,20923136
2019-02-21,20.8978,20.998,20.7599,20.8599,23585490
2019-02-22,20.8094,20.9738,20.7676,20.9317,14943755
2019-02-25,20.9455,21.0041,20.5901,20.6479,17996069
2019-02-26,20.7281,20.7614,20.7179,20.7511,10738641
2019-02-27,20.7394,20.8353,20.6277,20.7236,9802965
2019-02-28,20.6576,21.003,20.4532,20.7972,27719196
2019-03-01,20.7559,21.2752,20.5758,21.0922,22506579
2019-03-04,21.0407,21.1444,20.5194,20.6211,9801836
2019-03-05,20.548,20.8004,20.3989,20.6506,10420775
2019-03-06,20.5705,20.6151,20.2497,20.2937,29079377
2019-03-07,20.3194,20.5093,20.2916,20.4813,16571073
2019-03-08,20.5494,20.6617,19.95,20.0595,23515832
2019-03-11,20.0378,20.0651,19.874,19.9012,26712124
2019-03-12,19.9481,20.5895,19.3214,19.9623,13888578
2019-03-13,20.0167,20.1796,19.991,20.1536,21230680
2019-03-14,20.2555,20.3607,20.0701,20.1749,9262331
2019-03-15,20.1636,20.5287,19.5613,19.9221,14524104
2019-03-18,19.9012,19.943,19.7052,19.7467,20245997
2019-03-19,19.7717,20.2265,19.569,20.0212,25587902
2019-03-20,20.0271,20.0384,20.0057,20.017,14816961
2019-03-21,20.0352,20.2838,19.2489,19.4908,18258182
2019-03-22,19.5666,19.8661,19.4506,19.749,10570125
2019-03-25,19.7236,19.8965,19.7036,19.8764,21282657
2019-03-26,19.8893,20.1866,19.8525,20.1492,8746569
2019-03-27,20.0899,20.2409,19.8896,20.0402,12804763
2019-03-28,20.0306,20.6018,19.7336,20.3008,13898541
2019-03-29,20.2598,20.4528,19.7717,19.9619,10163199
2019-04-01,19.9165,20.5224,19.5377,20.1394,11565434
2019-04-02,20.1261,20.2789,19.8303,19.982,12983988
2019-04-03,19.9552,20.2274,19.921,20.1928,21491320
2019-04-04,20.2153,20.5339,20.1944,20.5126,18903432
2019-04-05,20.5621,20.6802,20.1573,20.2737,16849421
2019-04-08,20.1829,20.4476,19.9909,20.2549,16982707
2019-04-09,20.3158,20.4877,20.0933,20.2648,17167122
2019-04-10,20.1294,20.9933,19.7903,20.6455,10065619
2019-04-11,20.6608,21.1017,20.4366,20.8752,12873137
2019-04-12,20.9197,21.0659,20.3325,20.4756,13441073
2019-04-15,20.4357,20.6625,20.3947,20.6212,19826309
2019-04-16,20.607,20.9932,20.4774,20.862,16641160
2019-04-17,20.8131,21.8388,20.5526,21.5689,18268487
2019-04-18,21.6268,21.7981,20.837,21.0034,9216723
2019-04-19,20.8035,20.928,20.6997,20.8241,27532786
2019-04-22,20.7635,21.796,20.2433,21.2634,11386925
2019-04-23,21.1398,21.3342,20.6205,20.8119,9912172
2019-04-24,20.8236,21.0103,20.2368,20.4199,14856725
2019-04-25,20.4995,20.9823,20.1031,20.5843,16303975
2019-04-26,20.6579,21.0077,20.5658,20.9145,13528666
2019-04-29,20.9564,21.052,20.5984,20.6928,26235353
2019-04-30,20.7082,21.2278,20.3502,20.867,11735039
2019-05-01,20.8191,21.083,20.6396,20.9029,12078497
2019-05-02,20.9793,21.6488,20.7415,21.4062,8613010
2019-05-03,21.4463,21.5901,21.2595,21.4031,24494332
2019-05-06,21.3488,22.166,20.9272,21.7368,12636692
2019-05-07,21.6533,21.756,21.3255,21.4271,12451687
2019-05-08,21.3867,21.3906,21.3584,21.3622,7062889
2019-05-09,21.4315,21.6997,21.0601,21.327,10384724
2019-05-10,21.4071,21.8291,21.29,21.7104,11769049
2019-05-13,21.8156,22.089,21.6342,21.9068,16909288
2019-05-14,21.8558,21.8842,21.6181,21.6462,20892289
2019-05-15,21.6229,22.1527,21.3506,21.8773,22604019
2019-05-16,21.968,22.1997,21.9104,22.1416,10795272
2019-05-17,22.1563,22.4607,21.7963,22.1,15814966
2019-05-20,22.1507,22.461,21.6995,22.0078,26608862
2019-05-21,21.9206,22.3527,21.5062,21.938,18754680
2019-05-22,21.9137,22.0047,21.2688,21.3575,20305347
2019-05-23,21.3565,21.5056,21.2695,21.4184,24437199
2019-05-24,21.3957,21.5657,21.3253,21.495,18301499
2019-05-27,21.4683,21.6208,21.0508,21.2014,15341464
2019-05-28,21.0976,21.5081,21.0385,21.4481,40412821
2019-05-29,21.553,21.8656,20.6823,20.9867,8275892
2019-05-30,20.9961,21.1341,20.6657,20.8025,16327875
2019-05-31,20.7118,20.7547,20.6021,20.6449,19468289
2019-06-03,20.7118,21.6223,20.397,21.2986,15689580
2019-06-04,21.3033,21.3929,20.6789,20.7663,15067786
2019-06-05,20.8114,21.2083,20.5534,20.9486,12877447
2019-06-06,20.937,21.2702,20.926,21.2591,23272846
2019-06-07,21.2098,21.5432,21.0511,21.3832,7377416
2019-06-10,21.3353,21.8754,21.2441,21.7823,9555176
2019-06-11,21.8055,22.0158,21.2316,21.4383,8600934
2019-06-12,21.489,21.6685,20.5068,20.6795,11337195
2019-06-13,20.7108,21.0401,20.6,20.9282,12003867
2019-06-14,20.9697,21.1122,20.3956,20.5352,17200219
2019-06-17,20.6104,20.8489,20.1909,20.4274,22095929
2019-06-18,20.4461,20.7312,19.7696,20.0492,10716388
2019-06-19,20.1108,20.483,20.0108,20.3817,15130595
2019-06-20,20.4507,20.9544,20.158,20.6587,34130220
2019-06-21,20.6783,20.8111,20.2921,20.4232,20367082
2019-06-24,20.4202,20.9875,20.1499,20.7133,7940160
2019-06-25,20.6881,20.9565,20.4826,20.7504,20097707
2019-06-26,20.6773,20.9872,20.3927,20.7023,15499432
2019-06-27,20.6075,20.9901,20.3373,20.7185,15282667
2019-06-28,20.8021,21.0726,20.3813,20.6498,17242015
2019-07-01,20.6511,20.9985,20.5023,20.8482,20908643
2019-07-02,20.8161,21.1085,20.6564,20.9478,16840494
2019-07-03,21.0492,21.1807,20.7001,20.8302,22311795
2019-07-04,20.8933,21.4022,20.6545,21.1603,17289287
2019-07-05,21.1666,21.3647,20.7588,20.9549,21410819
2019-07-08,21.0207,21.2328,20.8354,21.0472,18772711
2019-07-09,21.0379,21.3471,20.8769,21.185,10622522
2019-07-10,21.2107,22.0508,20.8493,21.6815,8284740
2019-07-11,21.8029,21.8797,21.4312,21.5069,31726792
2019-07-12,21.5783,22.4907,21.1995,22.1027,10630600
2019-07-15,22.0879,22.2403,22.0092,22.1614,9714339
2019-07-16,22.2109,22.2713,22.031,22.0911,22615455
2019-07-17,22.1729,22.8931,21.1457,21.8556,23327941
2019-07-18,21.8515,22.4377,21.4729,22.0556,13924715
2019-07-19,22.0317,22.1139,21.9878,22.0699,24983892
2019-07-22,22.198,22.5845,21.3093,21.6869,12102617
2019-07-23,21.6717,21.6845,21.2899,21.3025,12845448
2019-07-24,21.2223,21.3487,20.9886,21.1143,8676891
2019-07-25,21.1277,21.2604,20.757,20.8881,33773641
2019-07-26,21.0362,21.7048,20.5832,21.2473,15693556
2019-07-29,21.2925,21.8847,21.1211,21.7099,19985714
2019-07-30,21.7778,22.0404,21.744,22.0061,7932203
2019-07-31,21.8691,22.2129,21.785,22.1278,18264057
2019-08-01,22.0976,22.2444,21.8303,21.9763,7344574
2019-08-02,22.0628,22.1643,21.8912,21.9924,11512262
2019-08-05,21.9731,22.6433,21.6331,22.2982,19721522
2019-08-06,22.394,23.1578,22.2955,23.0564,26765425
2019-08-07,23.0976,23.4871,22.999,23.3874,28654679
2019-08-08,23.4238,23.5452,23.1607,23.2814,14911193
2019-08-09,23.4075,23.4629,23.2374,23.2925,9000939
2019-08-12,23.2662,23.4558,22.9249,23.1133,17609616
2019-08-13,23.0898,23.2171,22.7015,22.8274,12678118
2019-08-14,22.8437,22.8751,22.7271,22.7584,20264276
2019-08-15,22.7824,23.2019,22.4071,22.8258,18411361
2019-08-16,22.7187,23.497,22.7144,23.4925,30523440
2019-08-19,23.5886,23.8191,23.2791,23.5088,19640262
2019-08-20,23.5344,24.0163,23.532,24.0138,14394020
2019-08-21,24.0116,24.706,23.9946,24.6886,18327826
2019-08-22,24.7446,24.9283,24.5326,24.7162,13514084
2019-08-23,24.6968,26.0692,23.993,25.3468,12645252
2019-08-26,25.449,25.9377,25.1441,25.6307,12053505
2019-08-27,25.6461,25.9489,25.1589,25.4595,13810870
2019-08-28,25.525,25.8588,25.2295,25.5629,11864388
2019-08-29,25.5054,25.8297,25.2453,25.5689,15410519
2019-08-30,25.5581,25.7519,25.2792,25.4724,8368047
2019-09-02,25.5112,25.5574,25.3436,25.3896,12548461
2019-09-03,25.3279,25.872,24.902,25.4442,19104147
2019-09-04,25.404,25.8471,25.1745,25.6156,11081917
2019-09-05,25.6218,25.8344,25.0484,25.258,10035575
2019-09-06,25.3522,25.8935,24.712,25.2511,30809503
2019-09-09,25.3187,25.5466,24.4279,24.6499,12236557
2019-09-10,24.7263,24.774,24.7006,24.7482,30280088
2019-09-11,24.7804,25.0137,24.7562,24.9894,14621218
2019-09-12,25.0666,25.0758,25.0418,25.0509,18372168
2019-09-13,25.1763,25.3695,24.9677,25.1608,21393525
2019-09-16,25.1831,25.6226,24.9549,25.3925,11655939
2019-09-17,25.4353,26.0376,24.5299,25.1248,10987109
2019-09-18,25.1783,25.2823,24.924,25.0273,15554864
2019-09-19,24.8864,25.6092,24.5088,25.2263,14678837
2019-09-20,25.2282,25.8114,25.044,25.6243,20330863
2019-09-23,25.666,25.801,25.6461,25.781,12441355
2019-09-24,25.8488,27.2663,25.4337,26.8353,11548226
2019-09-25,26.8193,27.0649,26.548,26.7934,16491665
2019-09-26,26.8815,27.6105,26.491,27.2152,11168738
2019-09-27,27.1727,28.03,26.9085,27.7601,10403103
2019-09-30,27.7553,27.7795,27.6741,27.6982,16852164
